428,11,8606,9831
429,10,2825,9831
430,100,13184,9831
431,16,12641,9831
432,18,3622,7760
433,8,3353,7055
434,15,4283,7055
435,16,3094,7055
436,43,3094,7055
437,24,11085,7055
438,11,2182,7055
439,171,2182,7055
440,7,10866,7055
441,11,5610,7055
442,41,5610,7055
443,7,15318,7055
444,18,9670,13570
445,7,11101,13570
446,9,9661,13570
447,7,1095,15417
448,7,1254,15417
449,14,16478,14597
450,20,8935,14597
451,27,15145,14597
452,12,3013,14597
453,6,8748,11884
454,6,9291,11884
455,31,9564,11884
456,6,14739,11884
457,14,10568,11884
458,55,2057,11884
459,11,16023,14896
460,12,10787,14896
461,17,12198,14502
462,6,2202,2924
463,18,6654,2924
464,11,9750,13080
465,12,6306,13080
466,11,14380,13080
467,6,9613,8084
468,7,2763,8084
469,32,760,419
470,14,1938,8601
471,8,14399,8601
472,7,7053,8601
473,37,10068,8601
474,6,692,8601
475,8,12717,3522
476,6,1547,3522
477,7,12246,12142
478,12,10058,12142
479,9,10473,2737
480,10,18,3113
481,6,11814,3113
482,15,8301,12644
483,6,2301,13434
484,16,12385,13434
485,6,327,3029
486,16,13342,1349
487,8,11096,1349
488,9,14200,2324
489,8,8368,625
490,306,14503,625
491,8,2420,625
492,8,7893,625
493,78,3210,625
494,26,14076,6315
495,10,10152,6462
496,22,12838,6462
497,7,16471,6462
498,36,239,6462
499,7,5112,6462
500,72,8949,7038
501,8,3774,7038
502,10,15833,12951
503,26,10278,12951
504,44,12588,830
505,22,4500,830
506,7,11298,3961
507,8,2006,3961
508,13,10076,3961
509,7,1510,13576
510,12,13481,13576
511,120,5879,8616
512,11,16505,8616
513,9,9808,8616
514,33,5167,14611
515,10,4517,228
516,21,3843,763
517,171,5091,763
518,23,4077,12566
519,13,16039,10849
520,7,9820,10849
521,483,9820,10849
522,13,9820,10849
523,11,703,12668
524,15,4695,12668
525,7,4766,12668
526,9,8939,12668
527,25,12794,12668
528,44,2998,12668
529,10,13913,12668
530,9,6757,12668
531,11,7017,12668
532,103,8930,12668
533,6,3654,12668
534,7,5526,4393
535,37,13042,4393
536,14,11535,10351
537,13,16126,10351
538,8,3233,10351
539,29,35,9222
540,7,6478,9222
541,20,12550,6448
542,24,5899,6448
543,10,9386,6448
544,6,7707,6637
545,13,4067,6637
546,17,653,6637
547,114,5340,6637
548,8,6983,14114
549,7,10760,14114
550,6,11464,14114
551,7,3117,14114
552,12,9223,14114
553,12,3186,14114
554,6,2000,14114
555,32,16460,13585
556,8,3526,13585
557,7,15440,13585
558,6,9458,13585
559,11,6615,13585
560,38,1551,13585
561,13,4992,1888
562,37,1786,1888
563,6,7438,1888
564,16,6026,9120
565,36,615,9120
566,51,9802,12238
567,31,5157,1187
568,6,1333,1187
569,21,9319,3745
570,6,6972,3745
571,50,5084,10245
572,31,11280,10245
573,15,1262,10245
574,31,12144,14477
575,11,7441,14477
576,10,7803,8785
577,11,2929,8785
578,46,2733,8785
579,21,1969,8785
580,45,215,8080
581,9,9131,8080
582,9,11199,8080
583,26,1958,8080
584,63,5009,8080
585,14,7665,8080
586,96,2286,8080
587,40,2188,13697
588,27,14837,11205
589,14,2282,11205
590,6,6772,11205
591,9,646,6549
592,18,6972,6549
593,12,9878,10493
594,7,187,10493
595,38,15068,10493
596,9,15890,10493
597,13,4240,10493
598,6,7621,10493
599,19,5515,10493
600,17,1041,10493
601,13,2541,10493
602,25,11624,14620
603,13,4068,14620
604,11,1439,14620
605,16,15175,14620
606,6,641,14620
607,8,9878,326
608,57,14583,326
609,20,16380,326
610,14,5938,326
611,14,7621,326
612,12,13563,13456
613,24,6872,13456
614,7,9269,3238
615,12,16228,3238
616,7,3365,3238
617,9,6196,12233
618,15,14,12233
619,9,9159,6112
620,115,7330,14899
621,56,7352,14899
622,11,5827,14474
623,33,10173,14474
624,8,14928,11394
625,6,9306,11394
626,24,2756,11394
627,30,2756,11394
628,121,8454,16194
629,22,9930,8910
630,6,10840,8910
631,9,4787,8910
632,6,2644,7983
633,11,7163,7983
634,33,6114,1757
635,28,2979,1757
636,17,1715,14755
637,16,2513,14755
638,13,14181,14755
639,33,14041,14755
640,7,15889,14755
641,46,11040,14755
642,11,12525,2857
643,8,12525,2857
644,7,7416,2857
645,38,3911,9159
646,70,8306,9159
647,14,7967,9159
648,24,583,8348
649,9,11155,8348
650,20,11771,8348
651,6,10107,8348
652,10,35,8348
653,11,4175,8348
654,6,3987,8348
655,48,7163,9885
656,13,8852,8471
657,6,7051,2769
658,8,2653,9698
659,6,1091,9698
660,12,3801,9698
661,32,7752,9698
662,13,7752,9698
663,9,12895,9698
664,10,12328,9698
665,54,16156,9698
666,10,11650,9698
667,19,136,9698
668,135,136,9698
669,11,9599,9698
670,35,9599,9698
671,11,4960,9698
672,8,2280,9698
673,106,2280,9698
674,6,9200,9791
675,10,13829,9791
676,16,8835,9791
677,17,2362,4186
678,7,11544,4186
679,20,14073,4186
680,8,4153,10301
681,7,27,10301
682,9,9615,10301
683,111,14906,14768
684,14,10692,9076
685,6,5101,9076
686,8,13641,2778
687,12,14372,2778
688,9,14372,8041
689,6,8823,565
690,6,1451,565
691,10,7262,565
692,22,12646,7197
693,8,10845,15905
694,8,4005,15905
695,81,15072,6592
696,11,2031,4176
697,37,7144,4176
698,6,8760,4176
699,12,12512,4176
700,21,8445,4176
701,33,3259,4176
702,24,8009,4176
703,15,6302,4176
704,16,14495,4176
705,9,15695,4176
706,15,13703,4176
707,8,10860,4176
708,8,999,4176
709,6,7436,4176
710,12,6371,4176
711,8,2593,4176
712,35,8567,789
713,64,14850,789
714,42,4432,1328
715,10,1977,1328
716,83,14967,1328
717,62,11136,1328
718,7,10284,3974
719,6,1176,3974
720,6,1201,13190
721,8,14987,6188
722,8,11103,6188
723,8,16047,6188
724,6,4612,11480
725,9,5172,11480
726,19,8483,11480
727,84,14424,11480
728,9,1428,3413
729,24,3701,165
730,14,10979,7222
731,6,496,7222
732,23,4687,14940
733,27,3160,14940
734,13,7633,14940
735,11,898,1726
736,8,8233,1726
737,8,15766,1726
738,7,3606,5256
739,7,14853,5256
740,27,4540,5256
741,41,15183,5256
742,9,3626,5256
743,20,1509,5256
744,35,6601,13905
745,6,12501,13905
746,33,5038,13905
747,9,12610,4875
748,7,3244,4875
749,56,6395,5580
750,7,162,5580
751,20,13736,5580
752,12,4546,5580
753,7,12311,4638
754,6,14180,4638
755,43,14275,774
756,13,14275,774
757,7,6864,774
758,36,13091,774
759,6,3423,774
760,6,13676,10747
761,7,10765,10747
762,9,13048,10747
763,6,2916,10747
764,131,9268,5717
765,8,9123,5717
766,83,10136,5717
767,25,874,5717
768,144,928,5717
769,36,8778,5717
770,13,13144,5717
771,83,8508,5717
772,81,4330,5717
773,10,15346,5717
774,11,6102,5717
775,10,2060,5717
776,29,13471,5717
777,51,16183,5717
778,7,12520,5717
779,20,11472,5717
780,6,9780,5717
781,129,15708,5717
782,6,5624,6894
783,57,3414,3636
784,67,8055,3636
785,8,10950,3636
786,6,10003,3636
787,57,3922,5331
788,14,5597,5331
789,15,1413,5331
790,7,2838,9816
791,17,8653,9816
792,19,14957,2292
793,8,7295,11115
794,40,11722,4333
795,22,15733,4333
796,6,11942,14020
797,6,5250,14020
798,14,12889,14020
799,21,44,14020
800,227,16178,5032
801,7,2144,5032
802,13,16536,5367
803,7,371,4217
804,8,9142,1399
805,14,16502,10423
806,38,16065,10423
807,8,10395,10423
808,10,13790,7635
809,55,13726,7635
810,10,6177,7635
811,51,14372,7635
812,8,10812,7635
813,19,16217,16273
814,6,15596,16273
815,94,10799,15784
816,6,12299,15784
817,13,3831,13621
818,14,5940,13621
819,7,15568,551
820,13,9903,551
821,45,8147,551
822,7,6323,204
823,10,33,3496
824,197,10368,10938
825,8,8064,5378
826,6,12187,5378
827,8,14359,9703
828,23,10102,6157
829,18,14145,6157
830,8,11772,6157
831,8,2147,6157
832,10,6902,6157
833,6,5321,6157
834,6,14960,6157
835,7,10789,8335
836,10,2995,8335
837,77,6964,10295
838,481,7498,10295
839,8,14330,10295
840,6,9099,8047
841,22,7170,8047
842,8,16176,8047
843,6,10451,8047
844,10,9337,8047
845,9,16520,8047
846,9,921,8047
847,6,2870,8047
848,8,30,8047
849,17,6887,8047
850,7,7797,8047
851,18,13283,8047
852,31,6250,8047
853,8,16310,8047
854,27,10545,8047
855,6,12513,8047
856,9,6655,8047
857,6,16324,8047
858,17,5568,8047
859,7,9521,8047
860,6,8531,12892
861,36,3547,12892
862,15,5019,12892
863,10,7309,5887
864,411,7928,5887
865,31,16538,5887
866,69,8861,15797
867,23,6536,15797
868,7,13419,15797
869,19,7300,15797
870,28,11151,15797
871,33,12078,15797
872,40,886,15797
873,102,6921,15797
874,15,838,15797
875,11,2361,15797
876,8,6168,15797
877,41,16315,15797
878,25,16315,11956
879,7,11077,11956
880,41,6921,11956
881,7,886,11956
882,7,7300,11956
883,19,15797,11956
884,14,11156,11956
885,32,8861,11956
886,114,915,7202
887,6,886,7300
888,7,6921,7300
889,40,8861,7300
890,8,16315,7300
891,7,5232,7300
892,9,5232,11151
893,10,12860,11151
894,22,16315,11151
895,8,1611,11151
896,57,8861,11151
897,12,6536,11151
898,25,886,11151
899,15,5944,11151
900,6,12078,11151
901,6,9354,11151
902,40,6921,11151
903,82,6921,12078
904,9,15797,12078
905,31,838,12078
906,11,5944,12078
907,8,13738,12078
908,10,886,12078
909,6,2361,12078
910,6,6536,12078
911,10,11693,12078
912,28,8861,12078
913,9,1140,12078
914,25,12860,12078
915,6,13324,1921
916,40,9879,4949
917,31,14406,4949
918,10,4209,10547
919,6,4762,15184
920,9,4606,1516
921,8,15466,5240
922,32,2351,5240
923,23,10216,9378
924,21,14667,9378
925,9,15466,9378
926,19,5571,1617
927,17,1855,1617
928,10,2456,1617
929,93,8593,12268
930,31,2360,12268
931,12,12243,12268
932,57,16439,12268
933,6,7460,6788
934,58,7363,2771
935,34,4438,2771
936,68,6603,13411
937,55,7363,13411
938,16,12275,13411
939,47,16214,13411
940,6,14646,13411
941,81,607,13411
942,9,825,10387
943,23,16085,5219
944,6,3202,5219
945,16,4993,5219
946,6,5742,5219
947,15,3032,13125
948,45,5380,13125
949,17,3390,13125
950,6,16144,13125
951,11,15571,1228
952,12,12240,1228
953,17,6897,12604
954,14,12032,12604
955,38,7593,15195
956,11,3322,15195
957,145,6042,15195
958,151,4855,15195
959,36,12613,15195
960,38,1506,15195
961,8,6254,15993
962,10,13784,15993
963,8,13784,15993
964,14,369,10817
965,86,14857,10817
966,13,8341,10817
967,18,8557,10817
968,9,15314,7523
969,7,8635,7523
970,8,5638,1082
971,10,12081,1082
972,8,6170,1082
973,13,15852,13536
974,8,13334,13536
975,6,593,11317
976,31,10949,11317
977,21,12812,11317
978,27,5993,11317
979,11,2796,9058
980,38,8118,9058
981,15,2937,9058
982,6,8380,9058
983,14,13622,9058
984,6,10526,3886
985,17,16309,3886
986,11,13936,6567
987,101,688,6567
988,8,14845,4075
989,20,14845,4075
990,11,5122,4075
991,12,3981,4075
992,47,8540,13234
993,44,479,13234
994,24,7650,13234
995,17,3084,13234
996,10,12157,13234
997,107,8218,13234
998,54,15274,13234
999,66,4514,4536
1000,13,13017,4536
1001,17,12831,5058
1002,21,5363,5058
1003,19,13296,5058
1004,9,12962,15028
1005,11,1263,14791
1006,21,14780,10617
1007,7,15282,10617
1008,32,4759,7608
1009,22,5793,7608
1010,9,14444,5656
1011,20,522,5656
1012,9,10823,5656
1013,6,10729,5656
1014,21,7163,5656
1015,10,884,6410
1016,14,6889,6410
1017,8,8586,6410
1018,17,12897,6410
1019,8,12153,6410
1020,8,10935,6410
1021,8,12876,6410
1022,15,9900,6410
1023,8,9900,6410
1024,24,6706,6410
1025,68,15242,6410
1026,8,13911,11362
1027,20,13911,11362
1028,10,13911,11362
1029,104,165,11362
1030,12,13744,11362
1031,15,9997,11362
1032,12,13327,11362
1033,122,3701,11362
1034,20,16101,11362
1035,54,7609,10139
1036,9,10560,10139
1037,7,5192,10139
1038,10,14944,10139
1039,13,12210,2380
1040,23,16295,2380
1041,17,16092,8016
1042,12,8761,8016
1043,146,15191,8016
1044,634,10734,8016
1045,13,1331,8016
1046,111,14714,8016
1047,33,11557,8016
1048,232,9085,8016
1049,735,16057,8016
1050,29,1934,8016
1051,17,11097,8016
1052,11,4603,15737
1053,8,6100,15737
1054,11,821,15737
1055,13,674,15737
1056,106,12244,15737
1057,8,2608,6746
1058,18,4341,7406
1059,7,4250,15109
1060,10,11271,15109
1061,18,5190,15109
1062,10,16552,15109
1063,13,1288,15109
1064,13,11081,4912
1065,8,14970,4912
1066,12,2693,4912
1067,160,9871,4912
1068,10,16225,15315
1069,6,7850,5064
1070,7,148,5064
1071,7,11804,2232
1072,6,1254,2232
1073,29,170,2232
1074,6,14394,6602
1075,7,12898,6602
1076,54,14752,4016
1077,59,10283,6507
1078,37,10283,6507
1079,30,12160,6507
1080,6,7991,12621
1081,9,7991,12621
1082,17,3441,12621
1083,7,10484,12621
1084,12,15436,12621
1085,7,14932,12621
1086,6,5653,1344
1087,10,1388,1344
1088,13,2041,15618
1089,7,12436,15874
1090,7,10338,15874
1091,13,14625,8679
1092,25,2147,9571
1093,6,5385,9571
1094,15,13517,9571
1095,7,16489,9571
1096,24,16521,9571
1097,15,7962,9571
1098,26,11060,9571
1099,20,6902,9571
1100,13,7028,9571
1101,6,15594,9571
1102,8,3146,9571
1103,16,13910,9571
1104,15,1387,9571
1105,8,15062,9571
1106,6,9921,9571
1107,35,15415,9571
1108,9,9278,9571
1109,15,12000,9571
1110,8,16241,9571
1111,7,7268,9571
1112,7,11407,9571
1113,15,3366,9571
1114,11,14073,9571
1115,6,10185,9571
1116,12,6816,9571
1117,142,12064,6231
1118,61,5270,6231
1119,7,3108,11643
1120,6,13137,11643
1121,9,7173,1205
1122,37,6988,4961
1123,64,6988,4961
1124,16,7546,4961
1125,9,7546,4961
1126,24,14419,4961
1127,37,14655,4961
1128,9,4166,4961
1129,9,4166,4961
1130,9,14742,7599
1131,28,6148,7599
1132,10,15307,7599
1133,47,13710,7599
1134,11,15360,7599
1135,7,14057,7599
1136,74,11019,12814
1137,17,14999,12814
1138,10,10443,2850
1139,6,12810,2850
1140,35,6235,7848
1141,12,9192,7848
1142,9,5131,7848
1143,15,8816,2891
1144,9,1246,2891
1145,10,12442,9669
1146,30,7021,5039
1147,206,4513,5039
1148,142,6073,5039
1149,147,153,5039
1150,8,1576,5039
1151,167,6138,5039
1152,21,3960,5039
1153,27,1511,5039
1154,18,9401,5039
1155,6,4608,8372
1156,8,7358,8372
1157,93,10461,14580
1158,44,3550,4023
1159,29,4331,4023
1160,19,16416,4023
1161,25,12565,13438
1162,15,12565,13438
1163,10,6272,13438
1164,7,5238,9299
1165,57,9614,9299
1166,10,7783,9299
1167,7,16015,9299
1168,21,4831,9299
1169,25,6766,9299
1170,41,3845,11631
1171,186,3845,11631
1172,6,8974,15320
1173,10,10998,15320
1174,9,14808,13047
1175,9,10492,13047
1176,37,2816,13047
1177,9,11014,13047
1178,9,9883,11193
1179,7,16536,11193
1180,63,1973,8183
1181,18,2399,8183
1182,29,607,8183
1183,7,13853,14625
1184,20,6790,14625
1185,9,6095,14625
1186,6,14142,14625
1187,47,2202,14625
1188,11,15664,14625
1189,62,6772,12839
1190,6,15401,12839
1191,7,3437,12133
1192,6,8399,12133
1193,6,202,4796
1194,8,4261,4796
1195,69,13091,4796
1196,6,7580,13874
1197,9,1459,13874
1198,11,11381,6725
1199,73,7067,10468
1200,6,8618,10468
1201,9,4780,13440
1202,14,8618,10171
1203,32,7067,10171
1204,9,6360,11723
1205,33,11909,11723
1206,10,14091,3633
1207,8,1805,3633
1208,9,14837,3633
1209,45,11162,6204
1210,8,7029,6204
1211,41,7838,6204
1212,7,415,5699
1213,26,15346,3435
1214,7,7666,3435
1215,29,660,3435
1216,11,16113,4565
1217,24,3307,4565
1218,9,91,15334
1219,65,91,15334
1220,10,8935,15334
1221,10,11617,15334
1222,10,4830,15334
1223,12,1178,6867
1224,7,8922,6867
1225,15,9380,3246
1226,10,6257,3246
1227,39,12850,3246
1228,16,12850,3246
1229,10,10493,3246
1230,16,11358,13264
1231,8,4165,12334
1232,11,14712,12334
1233,16,16463,12334
1234,12,13506,9819
1235,90,14179,9819
1236,12,16080,9819
1237,7,15194,9819
1238,18,9314,9819
1239,13,8272,9819
1240,13,15945,6644
1241,17,4032,6644
1242,8,12636,1543
1243,7,512,1543
1244,12,774,6715
1245,7,14814,6715
1246,18,12200,6715
1247,164,12200,6715
1248,36,12631,1896
1249,44,2966,1896
1250,13,13890,1569
1251,24,6635,1569
1252,51,8330,928
1253,12,11697,928
1254,100,10136,928
1255,81,16531,928
1256,19,5426,928
1257,10,11075,928
1258,15,13300,928
1259,10,304,928
1260,11,15771,928
1261,53,15909,928
1262,78,5269,928
1263,95,11214,928
1264,60,211,928
1265,9,7873,928
1266,17,4072,928
1267,19,13023,928
1268,65,12520,928
1269,46,15708,928
1270,24,10091,928
1271,31,8862,928
1272,6,3284,928
1273,54,11252,928
1274,6,2416,928
1275,6,2096,928
1276,29,7337,928
1277,10,7541,928
1278,15,6555,11914
1279,34,8435,11914
1280,20,13671,3607
1281,7,12526,3607
1282,9,15708,7918
1283,28,12520,7918
1284,6,12524,7918
1285,40,14843,9234
1286,11,16210,9234
1287,218,7800,9234
1288,36,14155,15752
1289,14,7716,15752
1290,12,4478,9130
1291,34,880,9130
1292,9,14858,9130
1293,8,11706,9130
1294,11,5631,9130
1295,17,11925,9130
1296,7,13964,12140
1297,11,1167,12140
1298,8,2077,12140
1299,17,4135,12140
1300,11,5182,12140
1301,7,8912,12140
1302,15,5798,14617
1303,6,2077,14617
1304,6,3007,14617
1305,14,1167,14617
1306,20,10154,8096
1307,23,12316,8096
1308,32,11189,8096
1309,10,6483,8096
1310,92,841,12235
1311,23,11009,12235
1312,12,14905,12235
1313,8,5687,8506
1314,8,9957,8506
1315,23,14096,8506
1316,7,12740,418
1317,18,12411,418
1318,8,9226,418
1319,21,1562,11013
1320,9,9957,11013
1321,6,4611,2314
1322,16,5283,2314
1323,13,13516,4980
1324,13,5818,4980
1325,58,10473,14612
1326,7,12522,8294
1327,12,7496,8294
1328,23,11887,4675
1329,204,12229,15110
1330,19,12258,15110
1331,18,8909,16351
1332,17,13166,4394
1333,6,15224,4394
1334,20,6970,840
1335,11,10472,840
1336,105,10472,840
1337,30,2927,10497
1338,44,8301,10497
1339,47,8301,10873
1340,6,2927,10873
1341,2060,4782,5419
1342,311,15079,5419
1343,15,2247,15128
1344,7,5225,10339
1345,6,14740,10339
1346,21,1221,10339
1347,30,12755,10339
1348,41,12808,10339
1349,58,2011,10339
1350,12,3837,10339
1351,9,16115,11092
1352,48,13936,11092
1353,6,16378,11092
1354,8,3589,11092
1355,7,2909,16284
1356,40,4131,16284
1357,7,15937,16284
1358,28,1781,2298
1359,11,3356,2298
1360,8,8559,1383
1361,93,9785,15113
1362,78,10759,15113
1363,19,8629,15113
1364,6,16183,627
1365,149,16183,627
1366,11,8154,627
1367,6,11039,627
1368,28,12804,627
1369,92,12259,627
1370,17,15330,627
1371,8,1301,627
1372,24,274,2087
1373,6,11245,2087
1374,8,103,2087
1375,17,1317,2087
1376,8,9288,2087
1377,10,5856,2087
1378,9,12749,13860
1379,13,3027,11541
1380,24,13226,11541
1381,234,15991,428
